sku,group,SK,date,qty,oos_flag,promo_flag,category
14007,140-Воротки,,3/31/22,0,1.0,0,ALL
14007,140-Воротки,,4/30/22,0,1.0,0,ALL
14007,140-Воротки,,5/31/22,1,1.0,0,ALL
14007,140-Воротки,,6/30/22,3,1.0,0,ALL
14007,140-Воротки,,7/31/22,1,1.0,0,ALL
14007,140-Воротки,,8/31/22,3,1.0,0,ALL
14007,140-Воротки,,9/30/22,2,1.0,0,ALL
14007,140-Воротки,,10/31/22,0,1.0,0,ALL
14007,140-Воротки,,11/30/22,1,1.0,0,ALL
14007,140-Воротки,,12/31/22,6,1.0,0,ALL
14007,140-Воротки,,1/31/23,45,1.0,0,ALL
14007,140-Воротки,,2/28/23,36,1.0,0,ALL
14007,140-Воротки,,3/31/23,60,1.0,0,ALL
14007,140-Воротки,,4/30/23,6,1.0,0,ALL
14007,140-Воротки,,5/31/23,6,1.0,0,ALL
14007,140-Воротки,,6/30/23,7,1.0,0,ALL
14007,140-Воротки,,7/31/23,41,1.0,0,ALL
14007,140-Воротки,,8/31/23,63,1.0,0,ALL
14007,140-Воротки,,9/30/23,21,1.0,0,ALL
14007,140-Воротки,,10/31/23,10,1.0,0,ALL
14007,140-Воротки,,11/30/23,7,1.0,0,ALL
14007,140-Воротки,,12/31/23,3,1.0,0,ALL
14007,140-Воротки,,1/31/24,25,1.0,0,ALL
14007,140-Воротки,,2/29/24,16,1.0,0,ALL
14007,140-Воротки,,3/31/24,28,1.0,0,ALL
14007,140-Воротки,,4/30/24,18,1.0,0,ALL
14007,140-Воротки,,5/31/24,26,1.0,0,ALL
14007,140-Воротки,,6/30/24,28,1.0,0,ALL
14007,140-Воротки,,7/31/24,32,1.0,0,ALL
14007,140-Воротки,,8/31/24,17,1.0,0,ALL
14007,140-Воротки,,9/30/24,13,0.391304347826087,0,ALL
14007,140-Воротки,,10/31/24,44,1.0,0,ALL
14007,140-Воротки,,11/30/24,36,1.0,0,ALL
14007,140-Воротки,,12/31/24,51,1.0,0,ALL
14007,140-Воротки,,1/31/25,96,1.0,0,ALL
14007,140-Воротки,,2/28/25,93,0.952380952380952,0,ALL
14007,140-Воротки,,3/31/25,66,1.0,0,ALL
14007,140-Воротки,,4/30/25,44,1.0,0,ALL
14007,140-Воротки,,5/31/25,49,1.0,0,ALL
14007,140-Воротки,,6/30/25,41,1.0,0,ALL
14008,140-Воротки,,8/31/20,10,1.0,0,ALL
14008,140-Воротки,,9/30/20,0,1.0,0,ALL
14008,140-Воротки,,10/31/20,0,1.0,0,ALL
14008,140-Воротки,,11/30/20,0,0.130434782608696,0,ALL
14008,140-Воротки,,12/31/20,0,0.0666666666666667,0,ALL
14008,140-Воротки,,1/31/21,0,0.368421052631579,0,ALL
14008,140-Воротки,,2/28/21,10,1.0,0,ALL
14008,140-Воротки,,3/31/21,0,1.0,0,ALL
14008,140-Воротки,,4/30/21,0,1.0,0,ALL
14008,140-Воротки,,5/31/21,1,1.0,0,ALL
14008,140-Воротки,,6/30/21,0,1.0,0,ALL
14008,140-Воротки,,7/31/21,1,1.0,0,ALL
14008,140-Воротки,,8/31/21,1,1.0,0,ALL
14008,140-Воротки,,9/30/21,5,1.0,0,ALL
14008,140-Воротки,,10/31/21,0,1.0,0,ALL
14008,140-Воротки,,11/30/21,3,1.0,0,ALL
14008,140-Воротки,,12/31/21,0,0.875,0,ALL
14008,140-Воротки,,1/31/22,0,0.263157894736842,0,ALL
14008,140-Воротки,,2/28/22,1,0.863636363636364,0,ALL
14008,140-Воротки,,3/31/22,1,1.0,0,ALL
14008,140-Воротки,,4/30/22,1,1.0,0,ALL
14008,140-Воротки,,5/31/22,7,1.0,0,ALL
14008,140-Воротки,,6/30/22,1,1.0,0,ALL
14008,140-Воротки,,7/31/22,2,1.0,0,ALL
14008,140-Воротки,,8/31/22,3,1.0,0,ALL
14008,140-Воротки,,9/30/22,5,1.0,0,ALL
14008,140-Воротки,,10/31/22,3,1.0,0,ALL
14008,140-Воротки,,11/30/22,1,1.0,0,ALL
14008,140-Воротки,,12/31/22,10,1.0,0,ALL
14008,140-Воротки,,1/31/23,23,1.0,0,ALL
14008,140-Воротки,,2/28/23,18,1.0,0,ALL
14008,140-Воротки,,3/31/23,18,1.0,0,ALL
14008,140-Воротки,,4/30/23,3,1.0,0,ALL
14008,140-Воротки,,5/31/23,1,1.0,0,ALL
14008,140-Воротки,,6/30/23,11,1.0,0,ALL
14008,140-Воротки,,7/31/23,14,1.0,0,ALL
14008,140-Воротки,,8/31/23,12,1.0,0,ALL
14008,140-Воротки,,9/30/23,15,1.0,0,ALL
14008,140-Воротки,,10/31/23,20,1.0,0,ALL
14008,140-Воротки,,11/30/23,4,1.0,0,ALL
14008,140-Воротки,,12/31/23,5,1.0,0,ALL
14008,140-Воротки,,1/31/24,3,1.0,0,ALL
14008,140-Воротки,,2/29/24,15,1.0,0,ALL
14008,140-Воротки,,3/31/24,5,1.0,0,ALL
14008,140-Воротки,,4/30/24,13,1.0,0,ALL
14008,140-Воротки,,5/31/24,13,1.0,0,ALL
14008,140-Воротки,,6/30/24,22,1.0,0,ALL
14008,140-Воротки,,7/31/24,16,1.0,0,ALL
14008,140-Воротки,,8/31/24,14,1.0,0,ALL
14008,140-Воротки,,9/30/24,27,1.0,0,ALL
14008,140-Воротки,,10/31/24,41,1.0,0,ALL
14008,140-Воротки,,11/30/24,17,1.0,0,ALL
14008,140-Воротки,,12/31/24,17,1.0,0,ALL
14008,140-Воротки,,1/31/25,27,1.0,0,ALL
14008,140-Воротки,,2/28/25,28,1.0,0,ALL
14008,140-Воротки,,3/31/25,29,1.0,0,ALL
14008,140-Воротки,,4/30/25,15,1.0,0,ALL
14008,140-Воротки,,5/31/25,16,1.0,0,ALL
14008,140-Воротки,,6/30/25,11,1.0,0,ALL
14009,140-Воротки,,8/31/20,10,1.0,0,ALL
14009,140-Воротки,,9/30/20,0,1.0,0,ALL
14009,140-Воротки,,10/31/20,0,1.0,0,ALL
14009,140-Воротки,,11/30/20,24,1.0,0,ALL
14009,140-Воротки,,12/31/20,24,1.0,0,ALL
14009,140-Воротки,,1/31/21,0,0.842105263157895,0,ALL
14009,140-Воротки,,2/28/21,0,0.772727272727273,0,ALL
14009,140-Воротки,,3/31/21,0,1.0,0,ALL
14009,140-Воротки,,4/30/21,0,1.0,0,ALL
14009,140-Воротки,,5/31/21,0,1.0,0,ALL
14009,140-Воротки,,6/30/21,0,1.0,0,ALL
14009,140-Воротки,,7/31/21,0,1.0,0,ALL
14009,140-Воротки,,8/31/21,0,1.0,0,ALL
14009,140-Воротки,,9/30/21,0,1.0,0,ALL
14009,140-Воротки,,10/31/21,0,1.0,0,ALL
14009,140-Воротки,,11/30/21,0,1.0,0,ALL
14009,140-Воротки,,12/31/21,0,0.4375,0,ALL
14009,140-Воротки,,1/31/22,0,1.0,0,ALL
14009,140-Воротки,,2/28/22,0,1.0,0,ALL
14009,140-Воротки,,3/31/22,0,1.0,0,ALL
14009,140-Воротки,,4/30/22,0,1.0,0,ALL
14009,140-Воротки,,5/31/22,0,1.0,0,ALL
14009,140-Воротки,,6/30/22,2,0.904761904761905,0,ALL
14009,140-Воротки,,7/31/22,0,1.0,0,ALL
14009,140-Воротки,,8/31/22,1,1.0,0,ALL
14009,140-Воротки,,9/30/22,1,1.0,0,ALL
14009,140-Воротки,,10/31/22,2,1.0,0,ALL
14009,140-Воротки,,11/30/22,0,1.0,0,ALL
14009,140-Воротки,,12/31/22,7,1.0,0,ALL
14009,140-Воротки,,1/31/23,26,1.0,0,ALL
14009,140-Воротки,,2/28/23,27,1.0,0,ALL
14009,140-Воротки,,3/31/23,48,1.0,0,ALL
14009,140-Воротки,,4/30/23,3,1.0,0,ALL
14009,140-Воротки,,5/31/23,7,1.0,0,ALL
14009,140-Воротки,,6/30/23,1,0.904761904761905,0,ALL
14009,140-Воротки,,7/31/23,21,1.0,0,ALL
14009,140-Воротки,,8/31/23,8,1.0,0,ALL
14009,140-Воротки,,9/30/23,8,1.0,0,ALL
14009,140-Воротки,,10/31/23,19,1.0,0,ALL
14009,140-Воротки,,11/30/23,8,1.0,0,ALL
14009,140-Воротки,,12/31/23,6,1.0,0,ALL
14009,140-Воротки,,1/31/24,14,1.0,0,ALL
14009,140-Воротки,,2/29/24,17,1.0,0,ALL
14009,140-Воротки,,3/31/24,19,1.0,0,ALL
14009,140-Воротки,,4/30/24,18,1.0,0,ALL
14009,140-Воротки,,5/31/24,28,1.0,0,ALL
14009,140-Воротки,,6/30/24,11,1.0,0,ALL
14009,140-Воротки,,7/31/24,33,1.0,0,ALL
14009,140-Воротки,,8/31/24,39,1.0,0,ALL
14009,140-Воротки,,9/30/24,24,0.91304347826087,0,ALL
14009,140-Воротки,,10/31/24,18,1.0,0,ALL
14009,140-Воротки,,11/30/24,26,1.0,0,ALL
14009,140-Воротки,,12/31/24,18,1.0,0,ALL
14009,140-Воротки,,1/31/25,36,1.0,0,ALL
14009,140-Воротки,,2/28/25,47,1.0,0,ALL
14009,140-Воротки,,3/31/25,21,0.409090909090909,0,ALL
14009,140-Воротки,,4/30/25,27,0.611111111111111,0,ALL
14009,140-Воротки,,5/31/25,28,1.0,0,ALL
14009,140-Воротки,,6/30/25,23,1.0,0,ALL
14014,140-Воротки,,12/31/24,4,1.0,0,ALL
14014,140-Воротки,,1/31/25,23,1.0,0,ALL
14014,140-Воротки,,2/28/25,24,1.0,0,ALL
14014,140-Воротки,,3/31/25,13,1.0,0,ALL
14014,140-Воротки,,4/30/25,47,1.0,0,ALL
14014,140-Воротки,,5/31/25,82,1.0,0,ALL
14014,140-Воротки,,6/30/25,40,1.0,0,ALL
14018,140-Воротки,,12/31/24,2,1.0,0,ALL
14018,140-Воротки,,1/31/25,17,1.0,0,ALL
14018,140-Воротки,,2/28/25,20,1.0,0,ALL
14018,140-Воротки,,3/31/25,9,1.0,0,ALL
14018,140-Воротки,,4/30/25,52,1.0,0,ALL
14018,140-Воротки,,5/31/25,35,1.0,0,ALL
14018,140-Воротки,,6/30/25,45,1.0,0,ALL
14019,140-Воротки,,10/31/24,166,1.0,0,ALL
14019,140-Воротки,,11/30/24,78,0.904761904761905,0,ALL
14019,140-Воротки,,12/31/24,0,0.411764705882353,0,ALL
14019,140-Воротки,,1/31/25,1,1.0,0,ALL
14019,140-Воротки,,2/28/25,8,1.0,0,ALL
14019,140-Воротки,,3/31/25,12,1.0,0,ALL
14019,140-Воротки,,4/30/25,39,1.0,0,ALL
14019,140-Воротки,,5/31/25,30,1.0,0,ALL
14019,140-Воротки,,6/30/25,21,1.0,0,ALL
140205,140-Воротки,,7/31/22,2,1.0,0,ALL
140205,140-Воротки,,8/31/22,14,1.0,0,ALL
140205,140-Воротки,,9/30/22,32,0.761904761904762,0,ALL
140205,140-Воротки,,10/31/22,52,1.0,0,ALL
140205,140-Воротки,,11/30/22,1,0.954545454545455,0,ALL
140205,140-Воротки,,12/31/22,0,1.0,0,ALL
140205,140-Воротки,,1/31/23,0,0.277777777777778,0,ALL
140205,140-Воротки,,2/28/23,0,0.0,0,ALL
140205,140-Воротки,,3/31/23,0,0.1,0,ALL
140205,140-Воротки,,4/30/23,0,0.05,0,ALL
140205,140-Воротки,,5/31/23,1,0.904761904761905,0,ALL
140205,140-Воротки,,6/30/23,1,1.0,0,ALL
140205,140-Воротки,,7/31/23,0,0.869565217391304,0,ALL
140205,140-Воротки,,8/31/23,1,0.9,0,ALL
140205,140-Воротки,,9/30/23,1,1.0,0,ALL
140205,140-Воротки,,10/31/23,0,1.0,0,ALL
140205,140-Воротки,,11/30/23,1,1.0,0,ALL
140205,140-Воротки,,12/31/23,1,1.0,0,ALL
140205,140-Воротки,,1/31/24,1,1.0,0,ALL
140205,140-Воротки,,2/29/24,1,1.0,0,ALL
140205,140-Воротки,,3/31/24,2,1.0,0,ALL
140205,140-Воротки,,4/30/24,2,1.0,0,ALL
140205,140-Воротки,,5/31/24,0,1.0,0,ALL
140205,140-Воротки,,6/30/24,0,1.0,0,ALL
140205,140-Воротки,,7/31/24,1,1.0,0,ALL
140205,140-Воротки,,8/31/24,3,1.0,0,ALL
140205,140-Воротки,,9/30/24,6,1.0,0,ALL
140205,140-Воротки,,10/31/24,5,1.0,0,ALL
140205,140-Воротки,,11/30/24,2,1.0,0,ALL
140205,140-Воротки,,12/31/24,4,1.0,0,ALL
140205,140-Воротки,,1/31/25,3,1.0,0,ALL
140205,140-Воротки,,2/28/25,2,1.0,0,ALL
140205,140-Воротки,,3/31/25,2,1.0,0,ALL
140205,140-Воротки,,4/30/25,1,1.0,0,ALL
140205,140-Воротки,,5/31/25,0,1.0,0,ALL
140205,140-Воротки,,6/30/25,0,1.0,0,ALL
14021,140-Воротки,,1/31/24,73,1.0,0,ALL
14021,140-Воротки,,2/29/24,34,1.0,0,ALL
14021,140-Воротки,,3/31/24,41,1.0,0,ALL
14021,140-Воротки,,4/30/24,28,1.0,0,ALL
14021,140-Воротки,,5/31/24,34,1.0,0,ALL
14021,140-Воротки,,6/30/24,37,1.0,0,ALL
14021,140-Воротки,,7/31/24,40,1.0,0,ALL
14021,140-Воротки,,8/31/24,52,1.0,0,ALL
14021,140-Воротки,,9/30/24,30,0.521739130434783,0,ALL
14021,140-Воротки,,10/31/24,26,1.0,0,ALL
14021,140-Воротки,,11/30/24,11,1.0,0,ALL
14021,140-Воротки,,12/31/24,12,1.0,0,ALL
14021,140-Воротки,,1/31/25,25,1.0,0,ALL
14021,140-Воротки,,2/28/25,44,1.0,0,ALL
14021,140-Воротки,,3/31/25,25,1.0,0,ALL
14021,140-Воротки,,4/30/25,33,1.0,0,ALL
14021,140-Воротки,,5/31/25,63,1.0,0,ALL
14021,140-Воротки,,6/30/25,43,1.0,0,ALL
14022,140-Воротки,,1/31/24,42,1.0,0,ALL
14022,140-Воротки,,2/29/24,3,1.0,0,ALL
14022,140-Воротки,,3/31/24,6,1.0,0,ALL
14022,140-Воротки,,4/30/24,8,1.0,0,ALL
14022,140-Воротки,,5/31/24,4,1.0,0,ALL
14022,140-Воротки,,6/30/24,8,1.0,0,ALL
14022,140-Воротки,,7/31/24,28,1.0,0,ALL
14022,140-Воротки,,8/31/24,3,0.285714285714286,0,ALL
14022,140-Воротки,,9/30/24,8,0.521739130434783,0,ALL
14022,140-Воротки,,10/31/24,5,1.0,0,ALL
14022,140-Воротки,,11/30/24,2,1.0,0,ALL
14022,140-Воротки,,12/31/24,2,1.0,0,ALL
14022,140-Воротки,,1/31/25,16,1.0,0,ALL
14022,140-Воротки,,2/28/25,13,1.0,0,ALL
14022,140-Воротки,,3/31/25,25,1.0,0,ALL
14022,140-Воротки,,4/30/25,41,1.0,0,ALL
14022,140-Воротки,,5/31/25,23,1.0,0,ALL
14022,140-Воротки,,6/30/25,18,0.652173913043478,0,ALL
14023,140-Воротки,,1/31/24,49,1.0,0,ALL
14023,140-Воротки,,2/29/24,9,1.0,0,ALL
14023,140-Воротки,,3/31/24,14,1.0,0,ALL
14023,140-Воротки,,4/30/24,9,1.0,0,ALL
14023,140-Воротки,,5/31/24,21,1.0,0,ALL
14023,140-Воротки,,6/30/24,39,1.0,0,ALL
14023,140-Воротки,,7/31/24,12,0.0909090909090909,0,ALL
14023,140-Воротки,,8/31/24,3,0.0476190476190476,0,ALL
14023,140-Воротки,,9/30/24,11,0.434782608695652,0,ALL
14023,140-Воротки,,10/31/24,10,1.0,0,ALL
14023,140-Воротки,,11/30/24,3,1.0,0,ALL
14023,140-Воротки,,12/31/24,1,1.0,0,ALL
14023,140-Воротки,,1/31/25,11,1.0,0,ALL
14023,140-Воротки,,2/28/25,11,1.0,0,ALL
14023,140-Воротки,,3/31/25,9,1.0,0,ALL
14023,140-Воротки,,4/30/25,31,1.0,0,ALL
14023,140-Воротки,,5/31/25,38,1.0,0,ALL
14023,140-Воротки,,6/30/25,27,1.0,0,ALL
14025,140-Воротки,,5/31/21,1,1.0,0,ALL
14025,140-Воротки,,6/30/21,3,1.0,0,ALL
14025,140-Воротки,,7/31/21,2,0.181818181818182,0,ALL
14025,140-Воротки,,8/31/21,5,0.863636363636364,0,ALL
14025,140-Воротки,,9/30/21,7,0.285714285714286,0,ALL
14025,140-Воротки,,10/31/21,6,1.0,0,ALL
14025,140-Воротки,,11/30/21,4,1.0,0,ALL
14025,140-Воротки,,12/31/21,6,1.0,0,ALL
14025,140-Воротки,,1/31/22,11,1.0,0,ALL
14025,140-Воротки,,2/28/22,3,1.0,0,ALL
14025,140-Воротки,,3/31/22,2,1.0,0,ALL
14025,140-Воротки,,4/30/22,8,1.0,0,ALL
14025,140-Воротки,,5/31/22,4,1.0,0,ALL
14025,140-Воротки,,6/30/22,4,0.238095238095238,0,ALL
14025,140-Воротки,,7/31/22,6,0.347826086956522,0,ALL
14025,140-Воротки,,8/31/22,9,0.0,0,ALL
14025,140-Воротки,,9/30/22,5,0.476190476190476,0,ALL
14025,140-Воротки,,10/31/22,16,0.761904761904762,0,ALL
14025,140-Воротки,,11/30/22,6,0.409090909090909,0,ALL
14025,140-Воротки,,12/31/22,12,0.470588235294118,0,ALL
14025,140-Воротки,,1/31/23,8,0.222222222222222,0,ALL
14025,140-Воротки,,2/28/23,115,1.0,0,ALL
14025,140-Воротки,,3/31/23,84,0.25,0,ALL
14025,140-Воротки,,4/30/23,72,0.5,0,ALL
14025,140-Воротки,,5/31/23,47,0.619047619047619,0,ALL
14025,140-Воротки,,6/30/23,85,1.0,0,ALL
14025,140-Воротки,,7/31/23,113,0.91304347826087,0,ALL
14025,140-Воротки,,8/31/23,161,1.0,0,ALL
14025,140-Воротки,,9/30/23,159,1.0,0,ALL
14025,140-Воротки,,10/31/23,123,1.0,0,ALL
14025,140-Воротки,,11/30/23,137,1.0,0,ALL
14025,140-Воротки,,12/31/23,168,1.0,0,ALL
14025,140-Воротки,,1/31/24,140,1.0,0,ALL
14025,140-Воротки,,2/29/24,138,1.0,0,ALL
14025,140-Воротки,,3/31/24,153,1.0,0,ALL
14025,140-Воротки,,4/30/24,310,1.0,0,ALL
14025,140-Воротки,,5/31/24,220,1.0,0,ALL
14025,140-Воротки,,6/30/24,205,1.0,0,ALL
14025,140-Воротки,,7/31/24,190,1.0,0,ALL
14025,140-Воротки,,8/31/24,179,1.0,0,ALL
14025,140-Воротки,,9/30/24,195,1.0,0,ALL
14025,140-Воротки,,10/31/24,227,1.0,0,ALL
14025,140-Воротки,,11/30/24,134,0.952380952380952,0,ALL
14025,140-Воротки,,12/31/24,82,0.882352941176471,0,ALL
14025,140-Воротки,,1/31/25,165,1.0,0,ALL
14025,140-Воротки,,2/28/25,29,0.0476190476190476,0,ALL
14025,140-Воротки,,3/31/25,56,0.363636363636364,0,ALL
14025,140-Воротки,,4/30/25,141,0.722222222222222,0,ALL
14025,140-Воротки,,5/31/25,48,0.473684210526316,0,ALL
14025,140-Воротки,,6/30/25,148,1.0,0,ALL
14026,140-Воротки,,8/31/20,10,1.0,0,ALL
14026,140-Воротки,,10/31/20,0,1.0,0,ALL
14026,140-Воротки,,11/30/20,0,1.0,0,ALL
14026,140-Воротки,,12/31/20,0,1.0,0,ALL
14026,140-Воротки,,1/31/21,0,1.0,0,ALL
14026,140-Воротки,,2/28/21,0,1.0,0,ALL
14026,140-Воротки,,3/31/21,0,1.0,0,ALL
14026,140-Воротки,,4/30/21,0,1.0,0,ALL
14026,140-Воротки,,5/31/21,0,1.0,0,ALL
14026,140-Воротки,,6/30/21,0,1.0,0,ALL
14026,140-Воротки,,7/31/21,0,1.0,0,ALL
14026,140-Воротки,,8/31/21,0,1.0,0,ALL
14026,140-Воротки,,9/30/21,0,0.761904761904762,0,ALL
14026,140-Воротки,,10/31/21,0,0.95,0,ALL
14026,140-Воротки,,11/30/21,0,0.681818181818182,0,ALL
14026,140-Воротки,,12/31/21,0,0.25,0,ALL
14026,140-Воротки,,1/31/22,0,1.0,0,ALL
14026,140-Воротки,,2/28/22,0,1.0,0,ALL
14026,140-Воротки,,3/31/22,0,1.0,0,ALL
14026,140-Воротки,,4/30/22,0,1.0,0,ALL
14026,140-Воротки,,5/31/22,0,1.0,0,ALL
14026,140-Воротки,,6/30/22,0,1.0,0,ALL
14026,140-Воротки,,7/31/22,0,1.0,0,ALL
14026,140-Воротки,,8/31/22,0,1.0,0,ALL
14026,140-Воротки,,9/30/22,1,1.0,0,ALL
14026,140-Воротки,,10/31/22,0,1.0,0,ALL
14026,140-Воротки,,11/30/22,1,1.0,0,ALL
14026,140-Воротки,,12/31/22,5,1.0,0,ALL
14026,140-Воротки,,1/31/23,19,1.0,0,ALL
14026,140-Воротки,,2/28/23,17,0.954545454545455,0,ALL
14026,140-Воротки,,3/31/23,25,0.8,0,ALL
14026,140-Воротки,,4/30/23,0,0.55,0,ALL
14026,140-Воротки,,5/31/23,19,1.0,0,ALL
14026,140-Воротки,,6/30/23,14,1.0,0,ALL
14026,140-Воротки,,7/31/23,13,1.0,0,ALL
14026,140-Воротки,,8/31/23,4,1.0,0,ALL
14026,140-Воротки,,9/30/23,1,1.0,0,ALL
14026,140-Воротки,,10/31/23,5,1.0,0,ALL
14026,140-Воротки,,11/30/23,6,1.0,0,ALL
26982,269-УШМ,,4/30/24,1025,1.0,0,ALL
14026,140-Воротки,,12/31/23,4,1.0,0,ALL
14026,140-Воротки,,1/31/24,19,1.0,0,ALL
14026,140-Воротки,,2/29/24,14,1.0,0,ALL
14026,140-Воротки,,3/31/24,4,1.0,0,ALL
14026,140-Воротки,,4/30/24,12,1.0,0,ALL
14026,140-Воротки,,5/31/24,11,1.0,0,ALL
14026,140-Воротки,,6/30/24,11,1.0,0,ALL
14026,140-Воротки,,7/31/24,11,1.0,0,ALL
14026,140-Воротки,,8/31/24,7,1.0,0,ALL
14026,140-Воротки,,9/30/24,12,1.0,0,ALL
14026,140-Воротки,,10/31/24,28,1.0,0,ALL
14026,140-Воротки,,11/30/24,26,1.0,0,ALL
14026,140-Воротки,,12/31/24,11,0.529411764705882,0,ALL
14026,140-Воротки,,1/31/25,0,0.0,0,ALL
14026,140-Воротки,,2/28/25,0,0.0,0,ALL
14026,140-Воротки,,3/31/25,0,0.0909090909090909,0,ALL
14026,140-Воротки,,4/30/25,10,1.0,0,ALL
14026,140-Воротки,,5/31/25,17,1.0,0,ALL
14026,140-Воротки,,6/30/25,16,1.0,0,ALL
14027,140-Воротки,,8/31/20,10,1.0,0,ALL
14027,140-Воротки,,9/30/20,0,1.0,0,ALL
14027,140-Воротки,,10/31/20,10,1.0,0,ALL
14027,140-Воротки,,11/30/20,0,0.695652173913043,0,ALL
14027,140-Воротки,,12/31/20,10,0.933333333333333,0,ALL
14027,140-Воротки,,1/31/21,10,1.0,0,ALL
14027,140-Воротки,,2/28/21,0,1.0,0,ALL
14027,140-Воротки,,3/31/21,0,1.0,0,ALL
14027,140-Воротки,,4/30/21,2,1.0,0,ALL
14027,140-Воротки,,5/31/21,1,1.0,0,ALL
14027,140-Воротки,,6/30/21,0,1.0,0,ALL
14027,140-Воротки,,7/31/21,1,0.727272727272727,0,ALL
14027,140-Воротки,,8/31/21,2,0.863636363636364,0,ALL
14027,140-Воротки,,9/30/21,4,0.666666666666667,0,ALL
14027,140-Воротки,,10/31/21,6,1.0,0,ALL
14027,140-Воротки,,11/30/21,2,1.0,0,ALL
14027,140-Воротки,,12/31/21,0,1.0,0,ALL
14027,140-Воротки,,1/31/22,1,1.0,0,ALL
14027,140-Воротки,,2/28/22,1,1.0,0,ALL
14027,140-Воротки,,3/31/22,2,1.0,0,ALL
14027,140-Воротки,,4/30/22,0,0.944444444444444,0,ALL
14027,140-Воротки,,5/31/22,5,0.714285714285714,0,ALL
14027,140-Воротки,,6/30/22,5,0.0,0,ALL
14027,140-Воротки,,7/31/22,3,0.391304347826087,0,ALL
14027,140-Воротки,,8/31/22,6,0.772727272727273,0,ALL
14027,140-Воротки,,9/30/22,16,0.476190476190476,0,ALL
14027,140-Воротки,,10/31/22,18,0.523809523809524,0,ALL
14027,140-Воротки,,11/30/22,4,0.909090909090909,0,ALL
14027,140-Воротки,,12/31/22,16,1.0,0,ALL
14027,140-Воротки,,1/31/23,22,0.555555555555556,0,ALL
14027,140-Воротки,,2/28/23,59,0.909090909090909,0,ALL
14027,140-Воротки,,3/31/23,8,0.05,0,ALL
14027,140-Воротки,,4/30/23,38,0.55,0,ALL
14027,140-Воротки,,5/31/23,42,0.952380952380952,0,ALL
14027,140-Воротки,,6/30/23,66,0.904761904761905,0,ALL
14027,140-Воротки,,7/31/23,46,0.521739130434783,0,ALL
14027,140-Воротки,,8/31/23,71,1.0,0,ALL
14027,140-Воротки,,9/30/23,96,1.0,0,ALL
14027,140-Воротки,,10/31/23,91,1.0,0,ALL
14027,140-Воротки,,11/30/23,57,1.0,0,ALL
14027,140-Воротки,,12/31/23,109,1.0,0,ALL
14027,140-Воротки,,1/31/24,124,1.0,0,ALL
14027,140-Воротки,,2/29/24,63,0.5,0,ALL
14027,140-Воротки,,3/31/24,110,1.0,0,ALL
14027,140-Воротки,,4/30/24,182,1.0,0,ALL
14027,140-Воротки,,5/31/24,147,1.0,0,ALL
14027,140-Воротки,,6/30/24,151,1.0,0,ALL
14027,140-Воротки,,7/31/24,161,1.0,0,ALL
14027,140-Воротки,,8/31/24,179,1.0,0,ALL
14027,140-Воротки,,9/30/24,178,1.0,0,ALL
14027,140-Воротки,,10/31/24,194,1.0,0,ALL
14027,140-Воротки,,11/30/24,102,1.0,0,ALL
